x;linear;quadratic;cubic;square_root;inverse
8.337500;4.585625;5.561112;3.477433;4.764330;0.359820
8.355000;4.595250;5.584482;3.499376;4.769328;0.359066
8.372500;4.604875;5.607901;3.521411;4.774320;0.358316
8.390000;4.614500;5.631368;3.543538;4.779307;0.357569
8.407500;4.624125;5.654885;3.565758;4.784289;0.356824
8.425000;4.633750;5.678450;3.588071;4.789265;0.356083
8.442500;4.643375;5.702064;3.610476;4.794237;0.355345
8.460000;4.653000;5.725728;3.632974;4.799203;0.354610
8.477500;4.662625;5.749441;3.655566;4.804164;0.353878
8.495000;4.672250;5.773202;3.678251;4.809120;0.353149
8.512500;4.681875;5.797012;3.701030;4.814071;0.352423
8.530000;4.691500;5.820872;3.723903;4.819017;0.351700
8.547500;4.701125;5.844780;3.746870;4.823958;0.350980
8.565000;4.710750;5.868738;3.769931;4.828894;0.350263
8.582500;4.720375;5.892745;3.793086;4.833824;0.349548
8.600000;4.730000;5.916800;3.816336;4.838750;0.348837
8.617500;4.739625;5.940905;3.839681;4.843670;0.348129
8.635000;4.749250;5.965058;3.863121;4.848586;0.347423
8.652500;4.758875;5.989261;3.886656;4.853497;0.346721
8.670000;4.768500;6.013512;3.910286;4.858403;0.346021
8.687500;4.778125;6.037813;3.934012;4.863303;0.345324
8.705000;4.787750;6.062162;3.957834;4.868199;0.344630
8.722500;4.797375;6.086561;3.981752;4.873090;0.343938
8.740000;4.807000;6.111008;4.005766;4.877976;0.343249
8.757500;4.816625;6.135505;4.029876;4.882857;0.342564
8.775000;4.826250;6.160050;4.054083;4.887733;0.341880
8.792500;4.835875;6.184645;4.078387;4.892605;0.341200
8.810000;4.845500;6.209288;4.102787;4.897471;0.340522
8.827500;4.855125;6.233981;4.127285;4.902333;0.339847
8.845000;4.864750;6.258722;4.151880;4.907190;0.339175
8.862500;4.874375;6.283512;4.176572;4.912042;0.338505
8.880000;4.884000;6.308352;4.201362;4.916889;0.337838
8.897500;4.893625;6.333240;4.226251;4.921732;0.337173
8.915000;4.903250;6.358178;4.251237;4.926570;0.336511
8.932500;4.912875;6.383165;4.276321;4.931403;0.335852
8.950000;4.922500;6.408200;4.301504;4.936231;0.335196
8.967500;4.932125;6.433284;4.326786;4.941054;0.334541
8.985000;4.941750;6.458418;4.352166;4.945873;0.333890
9.002500;4.951375;6.483600;4.377646;4.950687;0.333241
9.020000;4.961000;6.508832;4.403225;4.955497;0.332594
9.037500;4.970625;6.534112;4.428903;4.960302;0.331950
9.055000;4.980250;6.559442;4.454681;4.965102;0.331309
9.072500;4.989875;6.584821;4.480559;4.969898;0.330670
9.090000;4.999500;6.610248;4.506537;4.974688;0.330033
9.107500;5.009125;6.635725;4.532615;4.979475;0.329399
9.125000;5.018750;6.661250;4.558793;4.984256;0.328767
9.142500;5.028375;6.686825;4.585072;4.989034;0.328138
9.160000;5.038000;6.712448;4.611452;4.993806;0.327511
9.177500;5.047625;6.738121;4.637933;4.998574;0.326886
9.195000;5.057250;6.763842;4.664515;5.003338;0.326264
9.212500;5.066875;6.789612;4.691198;5.008097;0.325645
9.230000;5.076500;6.815432;4.717983;5.012851;0.325027
9.247500;5.086125;6.841301;4.744869;5.017601;0.324412
9.265000;5.095750;6.867218;4.771858;5.022346;0.323799
9.282500;5.105375;6.893185;4.798949;5.027087;0.323189
9.300000;5.115000;6.919200;4.826142;5.031824;0.322581
9.317500;5.124625;6.945264;4.853438;5.036556;0.321975
9.335000;5.134250;6.971378;4.880836;5.041283;0.321371
9.352500;5.143875;6.997541;4.908337;5.046006;0.320770
9.370000;5.153500;7.023752;4.935942;5.050725;0.320171
9.387500;5.163125;7.050012;4.963649;5.055440;0.319574
9.405000;5.172750;7.076322;4.991461;5.060149;0.318979
9.422500;5.182375;7.102680;5.019376;5.064855;0.318387
9.440000;5.192000;7.129088;5.047394;5.069556;0.317797
9.457500;5.201625;7.155545;5.075517;5.074253;0.317209
9.475000;5.211250;7.182050;5.103744;5.078946;0.316623
9.492500;5.220875;7.208604;5.132076;5.083634;0.316039
9.510000;5.230500;7.235208;5.160512;5.088318;0.315457
9.527500;5.240125;7.261861;5.189053;5.092997;0.314878
9.545000;5.249750;7.288562;5.217699;5.097672;0.314301
9.562500;5.259375;7.315313;5.246451;5.102343;0.313725
9.580000;5.269000;7.342112;5.275307;5.107010;0.313152
9.597500;5.278625;7.368961;5.304270;5.111672;0.312581
9.615000;5.288250;7.395858;5.333338;5.116330;0.312012
9.632500;5.297875;7.422805;5.362512;5.120984;0.311446
9.650000;5.307500;7.449800;5.391793;5.125634;0.310881
9.667500;5.317125;7.476845;5.421180;5.130280;0.310318
9.685000;5.326750;7.503938;5.450673;5.134921;0.309757
9.702500;5.336375;7.531081;5.480273;5.139558;0.309199
9.720000;5.346000;7.558272;5.509980;5.144191;0.308642
9.737500;5.355625;7.585512;5.539795;5.148820;0.308087
9.755000;5.365250;7.612802;5.569716;5.153444;0.307535
9.772500;5.374875;7.640140;5.599745;5.158065;0.306984
9.790000;5.384500;7.667528;5.629882;5.162681;0.306435
9.807500;5.394125;7.694965;5.660127;5.167293;0.305888
9.825000;5.403750;7.722450;5.690480;5.171901;0.305344
9.842500;5.413375;7.749984;5.720942;5.176505;0.304801
9.860000;5.423000;7.777568;5.751512;5.181105;0.304260
9.877500;5.432625;7.805200;5.782190;5.185701;0.303721
9.895000;5.442250;7.832882;5.812978;5.190293;0.303183
9.912500;5.451875;7.860613;5.843874;5.194880;0.302648
9.930000;5.461500;7.888392;5.874880;5.199464;0.302115
9.947500;5.471125;7.916220;5.905995;5.204044;0.301583
9.965000;5.480750;7.944098;5.937220;5.208619;0.301054
9.982500;5.490375;7.972024;5.968555;5.213191;0.300526
10.000000;5.500000;8.000000;6.000000;5.217758;0.300000
